"Season","Squad","Comp","Player","Nation","Pos","Age","MP","Min_Playing_Time","Mn_per_MP_Playing_Time","Min_percent_Playing_Time","Mins_Per_90_Playing_Time","Starts_Starts","Mn_per_Start_Starts","Compl_Starts","Subs_Subs","Mn_per_Sub_Subs","unSub_Subs","PPM_Team_Success","onG_Team_Success","onGA_Team_Success","Plus_Minus_Team_Success","Plus_Minus90_Team_Success","On_minus_Off_Team_Success","onxG_Team_Success_xG_","onxGA_Team_Success_xG","xGPlus_Minus_Team_Success_xG","xGPlus_Minus90_Team_Success_xG","On_minus_Off_Team_Success_xG","PlayerURL","MP_Playing_Time","LeagueName","LeagueURL","StatType"
"2025-2026","Eintracht Frankfurt","Frauen-Bundesliga","Dilara Acikgöz","GER","DF","21-146",3,122,41,19.4,1.4,1,79,0,2,22,4,0,2,6,-4,-2.95,-4.55,2.5,3.6,-1.1,-0.8,-2.39,"https://fbref.com/en/players/1ce96186/Dilara-Acikgoz",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Eintracht Frankfurt","Frauen-Bundesliga","Jarne Teulings","BEL","MF,FW","23-288",6,115,19,18.3,1.3,1,58,0,5,11,1,2,1,2,-1,-0.78,-1.83,2.6,0.7,1.9,1.5,0.46,"https://fbref.com/en/players/75e33f00/Jarne-Teulings",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Eintracht Frankfurt","Frauen-Bundesliga","Noemi Ivelj","SUI","DF","18-359",3,112,37,17.8,1.2,1,90,1,2,11,4,2,1,3,-2,-1.61,-2.82,2.3,1.3,1,0.78,-0.42,"https://fbref.com/en/players/e0e7e79d/Noemi-Ivelj",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Eintracht Frankfurt","Frauen-Bundesliga","Lea Paulick","GER","GK","26-054",1,90,90,14.3,1,1,90,1,0,NA,4,0,0,3,-3,-3,-4.33,1.2,1.1,0.2,0.16,-1.12,"https://fbref.com/en/players/ee30975e/Lea-Paulick",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Eintracht Frankfurt","Frauen-Bundesliga","Hayley Raso","AUS","MF,FW","31-051",5,47,9,7.5,0.5,0,NA,0,5,9,2,1.8,1,2,-1,-1.91,-2.84,1.6,1.2,0.4,0.74,-0.42,"https://fbref.com/en/players/4a4fc01f/Hayley-Raso",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Eintracht Frankfurt","Frauen-Bundesliga","Ilayda Acikgöz","GER","MF","21-146",3,15,5,2.4,0.2,0,NA,0,3,5,3,1,0,1,-1,-6,-6.88,0.3,0.6,-0.2,-1.47,-2.65,"https://fbref.com/en/players/2de08078/Ilayda-Acikgoz",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Eintracht Frankfurt","Frauen-Bundesliga","Eleni Markou","GRE","FW","30-211",1,1,1,0.2,0,0,NA,0,1,1,2,3,0,0,0,0,-0.72,0,0,0,0,-1.13,"https://fbref.com/en/players/7a6f2fc6/Eleni-Markou",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Eintracht Frankfurt","Frauen-Bundesliga","Ylvi Eisenbeiß","GER","","16-269",0,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/e2b98407/Ylvi-Eisenbeiss",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Eintracht Frankfurt","Frauen-Bundesliga","Janne Krumme","GER","GK","18-157",0,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/7387224c/Janne-Krumme",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Union Berlin","Frauen-Bundesliga","Cara Bösl","GER","GK","28-257",7,630,90,100,7,7,90,7,0,NA,0,1.43,13,10,3,0.43,NA,13.1,9,4.1,0.58,NA,"https://fbref.com/en/players/862a8439/Cara-Bosl",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Union Berlin","Frauen-Bundesliga","Tomke Schneider","GER","DF","21-087",7,630,90,100,7,7,90,7,0,NA,0,1.43,13,10,3,0.43,NA,13.1,9,4.1,0.58,NA,"https://fbref.com/en/players/87d189f6/Tomke-Schneider",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Union Berlin","Frauen-Bundesliga","Samantha Steuerwald","GER","DF","27-015",7,630,90,100,7,7,90,7,0,NA,0,1.43,13,10,3,0.43,NA,13.1,9,4.1,0.58,NA,"https://fbref.com/en/players/444e3ae7/Samantha-Steuerwald",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Union Berlin","Frauen-Bundesliga","Sophie Weidauer","GER","FW","23-258",7,574,82,91.1,6.4,7,82,4,0,NA,0,1.43,11,9,2,0.31,-1.29,10.6,8.5,2.2,0.34,-2.7,"https://fbref.com/en/players/68f5b63a/Sophie-Weidauer",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Union Berlin","Frauen-Bundesliga","Lisa Heiseler","GER","MF","27-119",7,466,67,74,5.2,7,67,1,0,NA,0,1.43,10,8,2,0.39,-0.16,9.5,6.9,2.6,0.49,-0.34,"https://fbref.com/en/players/8d688368/Lisa-Heiseler",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Union Berlin","Frauen-Bundesliga","Eileen Campbell","AUT","FW,MF","25-039",7,570,81,90.5,6.3,6,90,5,1,31,0,1.43,12,10,2,0.32,-1.18,10.9,8.8,2.1,0.33,-2.66,"https://fbref.com/en/players/f36f682e/Eileen-Campbell",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Union Berlin","Frauen-Bundesliga","Anna Weiß","GER","DF","27-097",7,537,77,85.2,6,6,86,3,1,22,0,1.43,11,7,4,0.67,1.64,11.2,7.9,3.2,0.54,-0.27,"https://fbref.com/en/players/cf939fba/Anna-Weiss",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Union Berlin","Frauen-Bundesliga","Dina Orschmann","GER","MF,FW","27-291",7,504,72,80,5.6,6,77,2,1,45,0,1.43,11,9,2,0.36,-0.36,10.4,8.4,2,0.37,-1.08,"https://fbref.com/en/players/890fa393/Dina-Orschmann",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Union Berlin","Frauen-Bundesliga","Tanja Pawollek","POL","MF,FW","26-281",5,449,90,71.3,5,5,90,4,0,NA,0,1.4,7,8,-1,-0.2,-2.19,9.3,5.4,3.9,0.78,0.68,"https://fbref.com/en/players/7737e984/Tanja-Pawollek",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Union Berlin","Frauen-Bundesliga","Naika Reissner","AUT","DF,FW","20-357",5,328,66,52.1,3.6,5,66,1,0,NA,0,1.4,5,6,-1,-0.27,-1.47,7.3,4,3.3,0.91,0.68,"https://fbref.com/en/players/57a99ea6/Naika-Reissner",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Union Berlin","Frauen-Bundesliga","Katja Nicola Orschmann","GER","DF","27-086",5,354,71,56.2,3.9,4,88,3,1,1,2,1.8,7,6,1,0.25,-0.4,5.7,5.9,-0.2,-0.04,-1.42,"https://fbref.com/en/players/ccf73f85/Katja-Nicola-Orschmann",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Union Berlin","Frauen-Bundesliga","Anna Aehling","GER","DF","24-217",4,284,71,45.1,3.2,3,90,3,1,14,0,1.75,6,4,2,0.63,0.37,7.2,3.1,4.1,1.29,1.29,"https://fbref.com/en/players/55d88268/Anna-Aehling",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Union Berlin","Frauen-Bundesliga","Jenny Hipp","GER","MF","27-262",4,274,69,43.5,3,3,82,1,1,28,0,1,7,3,4,1.31,1.57,5.8,4.2,1.6,0.51,-0.12,"https://fbref.com/en/players/2c64d57e/Jenny-Hipp",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Union Berlin","Frauen-Bundesliga","Athanasia Moraitou","GRE","MF","28-207",4,192,48,30.5,2.1,2,66,0,2,31,3,1.75,4,3,1,0.47,0.06,3.4,3.4,0.1,0.03,-0.8,"https://fbref.com/en/players/69d39de8/Athanasia-Moraitou",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Union Berlin","Frauen-Bundesliga","Antonia Halverkamps","GER","MF,DF","24-362",6,196,33,31.1,2.2,1,45,0,5,30,0,1.5,3,2,1,0.46,0.04,3.8,1.8,2,0.94,0.52,"https://fbref.com/en/players/b2bf266d/Antonia-Halverkamps",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Union Berlin","Frauen-Bundesliga","Judith Steinert","GER","DF,MF","30-031",2,82,41,13,0.9,1,68,0,1,14,0,0.5,1,4,-3,-3.29,-4.28,2,1.4,0.6,0.71,0.14,"https://fbref.com/en/players/b34e600e/Judith-Steinert",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Union Berlin","Frauen-Bundesliga","Ida Heikkinen","FIN","MF,FW","19-013",5,85,17,13.5,0.9,0,NA,0,5,17,2,1.4,3,1,2,2.12,1.95,2.2,1.1,1.1,1.18,0.69,"https://fbref.com/en/players/5b4d6a70/Ida-Heikkinen",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Union Berlin","Frauen-Bundesliga","Nele Bauereisen","GER","DF,MF","21-204",3,54,18,8.6,0.6,0,NA,0,3,18,0,2,2,0,2,3.33,3.18,1.5,0.2,1.2,2.02,1.57,"https://fbref.com/en/players/50dd869a/Nele-Bauereisen",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Union Berlin","Frauen-Bundesliga","Korina Lara Janež","SVN","MF","21-243",2,49,25,7.8,0.5,0,NA,0,2,25,5,1.5,2,0,2,3.67,3.52,1.4,0.9,0.5,0.94,0.39,"https://fbref.com/en/players/6acbeec8/Korina-Lara-Janez",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Union Berlin","Frauen-Bundesliga","Celine Frank","GER","MF","27-092",2,24,12,3.8,0.3,0,NA,0,2,12,5,1.5,1,0,1,3.75,3.45,1,0.1,1,3.67,3.21,"https://fbref.com/en/players/2d5f4946/Celine-Frank",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Union Berlin","Frauen-Bundesliga","Mariann Noack","GER","DF","16-249",2,17,9,2.7,0.2,0,NA,0,2,9,0,1.5,1,0,1,5.29,5,1,0.1,1,5.19,4.73,"https://fbref.com/en/players/0bdb86d9/Mariann-Noack",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Union Berlin","Frauen-Bundesliga","Alma Marie Aagaard","DEN","MF","19-270",1,1,1,0.2,0,0,NA,0,1,1,2,3,0,0,0,0,-0.43,0.3,0,0.3,25.7,25.16,"https://fbref.com/en/players/7a70b30b/Alma-Marie-Aagaard",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Union Berlin","Frauen-Bundesliga","Nadine Böhi","SUI","GK","21-338",0,NA,NA,NA,NA,0,NA,0,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/97b71cef/Nadine-Bohi",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Union Berlin","Frauen-Bundesliga","Carla Okoro","","","",0,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/938d9b58/Carla-Okoro",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Union Berlin","Frauen-Bundesliga","Melanie Wagner","GER","GK","23-218",0,NA,NA,NA,NA,0,NA,0,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/e972a1bf/Melanie-Wagner",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Werder Bremen","Frauen-Bundesliga","Chiara D'Angelo","AUT","DF","21-087",7,630,90,100,7,7,90,7,0,NA,0,1.43,11,13,-2,-0.29,NA,9.9,13.2,-3.3,-0.47,NA,"https://fbref.com/en/players/7e574fb5/Chiara-DAngelo",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Werder Bremen","Frauen-Bundesliga","Mariella El Sherif","AUT","GK","21-054",7,630,90,100,7,7,90,7,0,NA,0,1.43,11,13,-2,-0.29,NA,9.9,13.2,-3.3,-0.47,NA,"https://fbref.com/en/players/4a6f3d40/Mariella-El-Sherif",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Werder Bremen","Frauen-Bundesliga","Larissa Mühlhaus","GER","FW,MF","22-286",7,614,88,97.5,6.8,7,88,5,0,NA,0,1.43,10,12,-2,-0.29,-0.29,9.2,12,-2.8,-0.41,2.09,"https://fbref.com/en/players/4df24100/Larissa-Muhlhaus",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Werder Bremen","Frauen-Bundesliga","Michelle Ulbrich","GER","DF","28-357",7,614,88,97.5,6.8,7,88,6,0,NA,0,1.43,11,12,-1,-0.15,5.48,9.9,12.4,-2.5,-0.37,3.77,"https://fbref.com/en/players/e8840be1/Michelle-Ulbrich",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Werder Bremen","Frauen-Bundesliga","Hanna Németh","HUN","DF","27-039",7,578,83,91.7,6.4,7,83,6,0,NA,0,1.43,10,12,-2,-0.31,-0.31,9.4,10.6,-1.2,-0.19,3.35,"https://fbref.com/en/players/dff5a2cf/Hanna-Nemeth",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Werder Bremen","Frauen-Bundesliga","Michelle Weiß","GER","DF","24-152",7,571,82,90.6,6.3,7,82,2,0,NA,0,1.43,9,11,-2,-0.32,-0.32,8.6,11,-2.4,-0.38,0.89,"https://fbref.com/en/players/f370e5df/Michelle-Weiss",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Werder Bremen","Frauen-Bundesliga","Juliane Wirtz","GER","MF","24-065",6,504,84,80,5.6,6,84,3,0,NA,1,1.5,9,12,-3,-0.54,-1.25,7.6,11.4,-3.7,-0.67,-1.01,"https://fbref.com/en/players/f9482141/Juliane-Wirtz",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Werder Bremen","Frauen-Bundesliga","Lina Hausicke","GER","MF","27-300",6,487,81,77.3,5.4,6,81,4,0,NA,1,1.17,6,12,-6,-1.11,-3.63,7.7,9.9,-2.2,-0.41,0.23,"https://fbref.com/en/players/1685552e/Lina-Hausicke",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Werder Bremen","Frauen-Bundesliga","Medina Dešić","MNE","FW","32-041",7,457,65,72.5,5.1,6,72,1,1,28,0,1.43,7,7,0,0,1.04,7.3,8.4,-1.1,-0.21,0.94,"https://fbref.com/en/players/2cb74515/Medina-Desic",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Werder Bremen","Frauen-Bundesliga","Verena Wieder","GER","MF","25-122",5,329,66,52.2,3.7,5,66,0,0,NA,1,2,7,4,3,0.82,2.32,6.7,4.8,1.9,0.53,2.09,"https://fbref.com/en/players/a584ebc3/Verena-Wieder",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Werder Bremen","Frauen-Bundesliga","Amira Arfaoui","SUI","MF","26-079",7,353,50,56,3.9,3,71,1,4,35,0,1.43,6,4,2,0.51,1.81,4.2,7.1,-2.9,-0.74,-0.62,"https://fbref.com/en/players/43b64ff1/Amira-Arfaoui",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Werder Bremen","Frauen-Bundesliga","Maja Sternad","SVN","MF","21-302",7,342,49,54.3,3.8,3,89,2,4,19,0,1.43,6,9,-3,-0.79,-1.1,5.1,7.6,-2.5,-0.66,-0.42,"https://fbref.com/en/players/03224c76/Maja-Sternad",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Werder Bremen","Frauen-Bundesliga","Sharon Beck","ISR","MF,DF","30-218",6,261,44,41.4,2.9,2,68,0,4,31,1,1.67,2,5,-3,-1.03,-1.28,3.1,6.5,-3.5,-1.19,-1.24,"https://fbref.com/en/players/c03890e3/Sharon-Beck",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Werder Bremen","Frauen-Bundesliga","Ricarda Walkling","GER","MF,FW","28-221",6,189,32,30,2.1,2,67,0,4,14,1,1.17,6,5,1,0.48,1.09,3.7,3.9,-0.2,-0.12,0.5,"https://fbref.com/en/players/e786e6f7/Ricarda-Walkling",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Werder Bremen","Frauen-Bundesliga","Emőke Pápai","HUN","FW,MF","22-124",7,200,29,31.7,2.2,1,62,0,6,23,0,1.43,5,7,-2,-0.9,-0.9,3.3,5.9,-2.5,-1.13,-0.98,"https://fbref.com/en/players/7c04a48d/Emoke-Papai",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Werder Bremen","Frauen-Bundesliga","Tuana Keles","GER","MF","22-237",1,45,45,7.1,0.5,1,45,0,0,NA,0,1,0,1,-1,-2,-1.85,0.9,0.4,0.5,1.01,1.59,"https://fbref.com/en/players/8e21b9cf/Tuana-Keles",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Werder Bremen","Frauen-Bundesliga","Kaylie Ronan","","DF,MF","",4,78,20,12.4,0.9,0,NA,0,4,20,2,1.5,3,3,0,0,0.33,1.5,4.2,-2.7,-3.09,-3,"https://fbref.com/en/players/afe11b5a/Kaylie-Ronan",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Werder Bremen","Frauen-Bundesliga","Rieke Dieckmann","GER","FW,DF","29-071",4,29,7,4.6,0.3,0,NA,0,4,7,3,2.25,2,1,1,3.1,3.55,0.8,2.2,-1.4,-4.39,-4.11,"https://fbref.com/en/players/b92fbcee/Rieke-Dieckmann",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Werder Bremen","Frauen-Bundesliga","Reena Wichmann","GER","DF","27-287",1,11,11,1.7,0.1,0,NA,0,1,11,3,0,0,0,0,0,0.29,0,0,0,0.32,0.8,"https://fbref.com/en/players/c7d1078c/Reena-Wichmann",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Werder Bremen","Frauen-Bundesliga","Maria Penner","GER","MF","18-181",1,8,8,1.3,0.1,0,NA,0,1,8,1,0,0,0,0,0,0.29,0,0.1,-0.1,-1.5,-1.04,"https://fbref.com/en/players/feac5916/Maria-Penner",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Werder Bremen","Frauen-Bundesliga","Vanessa Fischer","GER","GK","27-191",0,NA,NA,NA,NA,0,NA,0,0,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/5cb74922/Vanessa-Fischer",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Werder Bremen","Frauen-Bundesliga","Lara Schmidt","GER","DF","25-097",0,NA,NA,NA,NA,0,NA,0,0,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/438b4691/Lara-Schmidt",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","1. FC Nürnberg","Frauen-Bundesliga","Nastassja Lein","GER","MF","24-255",7,630,90,100,7,7,90,7,0,NA,0,1.29,10,12,-2,-0.29,NA,6.4,12.2,-5.9,-0.84,NA,"https://fbref.com/en/players/c91c5067/Nastassja-Lein",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","1. FC Nürnberg","Frauen-Bundesliga","Larissa Rusek","AUT","GK","20-298",7,630,90,100,7,7,90,7,0,NA,0,1.29,10,12,-2,-0.29,NA,6.4,12.2,-5.9,-0.84,NA,"https://fbref.com/en/players/11c0166a/Larissa-Rusek",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","1. FC Nürnberg","Frauen-Bundesliga","Oliwia Woś","POL","DF","26-072",7,630,90,100,7,7,90,7,0,NA,0,1.29,10,12,-2,-0.29,NA,6.4,12.2,-5.9,-0.84,NA,"https://fbref.com/en/players/f6acd028/Oliwia-Wos",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","1. FC Nürnberg","Frauen-Bundesliga","Sanja Homann","GER","MF,DF","23-302",7,606,87,96.2,6.7,7,87,5,0,NA,0,1.29,9,10,-1,-0.15,3.6,5.3,11.1,-5.7,-0.85,-0.31,"https://fbref.com/en/players/a528a23e/Sanja-Homann",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","1. FC Nürnberg","Frauen-Bundesliga","Julia Pollak","GER","DF","23-170",7,605,86,96,6.7,7,86,3,0,NA,0,1.29,9,10,-1,-0.15,3.45,5.9,10.4,-4.5,-0.66,4.39,"https://fbref.com/en/players/c639a95f/Julia-Pollak",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","1. FC Nürnberg","Frauen-Bundesliga","Luisa Guttenberger","GER","DF,MF","26-329",7,601,86,95.4,6.7,7,86,6,0,NA,0,1.29,10,12,-2,-0.3,-0.3,6.1,12.1,-6,-0.91,-1.46,"https://fbref.com/en/players/ce8310d3/Luisa-Guttenberger",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","1. FC Nürnberg","Frauen-Bundesliga","Aneta Polášková","CZE","FW","23-176",7,505,72,80.2,5.6,7,72,2,0,NA,0,1.29,8,8,0,0,1.44,5.8,8,-2.2,-0.39,2.24,"https://fbref.com/en/players/88b52cda/Aneta-Polaskova",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","1. FC Nürnberg","Frauen-Bundesliga","Beatrix Fördős","HUN","DF","23-292",6,495,83,78.6,5.5,6,83,5,0,NA,0,1,6,8,-2,-0.36,-0.36,4.2,9.1,-4.9,-0.89,-0.22,"https://fbref.com/en/players/67d2f423/Beatrix-Fordos",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","1. FC Nürnberg","Frauen-Bundesliga","Aleigh Gambone","USA","DF,MF","25-017",7,453,65,71.9,5,5,85,2,2,15,0,1.29,9,6,3,0.6,3.14,5.4,6.3,-0.9,-0.18,2.34,"https://fbref.com/en/players/f7960ed7/Aleigh-Gambone",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","1. FC Nürnberg","Frauen-Bundesliga","Laura Miller","LUX","MF","23-323",6,451,75,71.6,5,5,81,1,1,45,1,1.33,8,6,2,0.4,2.41,5.2,5.9,-0.6,-0.13,2.51,"https://fbref.com/en/players/d38560f6/Laura-Miller",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","1. FC Nürnberg","Frauen-Bundesliga","Selma Licina","MNE","MF,FW","24-171",7,396,57,62.9,4.4,5,71,2,2,20,0,1.29,9,5,4,0.91,3.22,5.2,5.8,-0.6,-0.13,1.91,"https://fbref.com/en/players/b28e04bd/Selma-Licina",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","1. FC Nürnberg","Frauen-Bundesliga","Franziska Mai","GER","DF,FW","26-014",7,279,40,44.3,3.1,2,67,0,5,29,0,1.29,2,8,-6,-1.94,-2.96,1.6,7.5,-6,-1.94,-1.96,"https://fbref.com/en/players/915c9aa3/Franziska-Mai",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","1. FC Nürnberg","Frauen-Bundesliga","Jacqueline Baumgärtel","GER","FW,MF","23-237",4,194,49,30.8,2.2,2,70,0,2,28,0,0.5,1,6,-5,-2.32,-2.94,1,5.4,-4.4,-2.06,-1.76,"https://fbref.com/en/players/29ee98e7/Jacqueline-Baumgartel",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","1. FC Nürnberg","Frauen-Bundesliga","Jonna Brengel","GER","MF","21-042",3,145,48,23,1.6,2,68,1,1,10,1,0.67,1,3,-2,-1.24,-1.24,1,3.8,-2.7,-1.7,-1.12,"https://fbref.com/en/players/ada7b4f0/Jonna-Brengel",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
